"Temperature","Rho 1","Rho 2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
83.263,1,0.001,1,0.11546,0.125,0.075,0.14054
83.351,1,0.001,1,0.11571,0.125,0.075,0.14029
83.439,1,0.001,1,0.11597,0.125,0.075,0.14003
83.527,1,0.001,1,0.11622,0.125,0.075,0.13978
83.615,1,0.001,1,0.11648,0.125,0.075,0.13952
83.702,1,0.001,1,0.11674,0.125,0.075,0.13926
83.79,1,0.001,1,0.11699,0.125,0.075,0.13901
83.878,1,0.001,1,0.11725,0.125,0.075,0.13875
83.966,1,0.001,1,0.1175,0.125,0.075,0.1385
84.054,1,0.001,1,0.11776,0.125,0.075,0.13824
84.141,1,0.001,1,0.11802,0.125,0.075,0.13798
84.229,1,0.001,1,0.11827,0.125,0.075,0.13773
84.317,1,0.001,1,0.11853,0.125,0.075,0.13747
84.405,1,0.001,1,0.11878,0.125,0.075,0.13722
84.493,1,0.001,1,0.11904,0.125,0.075,0.13696
84.581,1,0.001,1,0.1193,0.125,0.075,0.1367
84.668,1,0.001,1,0.11955,0.125,0.075,0.13645
84.756,1,0.001,1,0.11981,0.125,0.075,0.13619
84.844,1,0.001,1,0.12006,0.125,0.075,0.13594
84.932,1,0.001,1,0.12032,0.125,0.075,0.13568
85.02,1,0.001,1,0.12058,0.125,0.075,0.13542
85.107,1,0.001,1,0.12083,0.125,0.075,0.13517
85.195,1,0.001,1,0.12109,0.125,0.075,0.13491
85.283,1,0.001,1,0.12134,0.125,0.075,0.13466
85.371,1,0.001,1,0.1216,0.125,0.075,0.1344
85.459,1,0.001,1,0.12186,0.125,0.075,0.13414
85.546,1,0.001,1,0.12211,0.125,0.075,0.13389
85.634,1,0.001,1,0.12237,0.125,0.075,0.13363
85.722,1,0.001,1,0.12262,0.125,0.075,0.13338
85.81,1,0.001,1,0.12288,0.125,0.075,0.13312
85.881,1,0.001,1,0.12314,0.125,0.075,0.13286
85.952,1,0.001,1,0.12339,0.125,0.075,0.13261
86.023,1,0.001,1,0.12365,0.125,0.075,0.13235
86.094,1,0.001,1,0.1239,0.125,0.075,0.1321
86.165,1,0.001,1,0.12416,0.125,0.075,0.13184
86.236,1,0.001,1,0.12442,0.125,0.075,0.13158
86.307,1,0.001,1,0.12467,0.125,0.075,0.13133
86.378,1,0.001,1,0.12493,0.125,0.075,0.13107
86.449,1,0.001,1,0.12518,0.125,0.075,0.13082
86.52,1,0.001,1,0.12544,0.125,0.075,0.13056
86.591,1,0.001,1,0.1257,0.125,0.075,0.1303
86.662,1,0.001,1,0.12595,0.125,0.075,0.13005
86.733,1,0.001,1,0.12621,0.125,0.075,0.12979
86.804,1,0.001,1,0.12646,0.125,0.075,0.12954
86.875,1,0.001,1,0.12672,0.125,0.075,0.12928
86.946,1,0.001,1,0.12698,0.125,0.075,0.12902
87.017,1,0.001,1,0.12723,0.125,0.075,0.12877
87.088,1,0.001,1,0.12749,0.125,0.075,0.12851
87.159,1,0.001,1,0.12774,0.125,0.075,0.12826
87.229,1,0.001,1,0.128,0.125,0.075,0.128
87.3,1,0.001,1,0.12826,0.125,0.075,0.12774
87.371,1,0.001,1,0.12851,0.125,0.075,0.12749
87.442,1,0.001,1,0.12877,0.125,0.075,0.12723
87.513,1,0.001,1,0.12902,0.125,0.075,0.12698
87.584,1,0.001,1,0.12928,0.125,0.075,0.12672
87.655,1,0.001,1,0.12954,0.125,0.075,0.12646
87.726,1,0.001,1,0.12979,0.125,0.075,0.12621
87.797,1,0.001,1,0.13005,0.125,0.075,0.12595
87.868,1,0.001,1,0.1303,0.125,0.075,0.1257
87.939,1,0.001,1,0.13056,0.125,0.075,0.12544
88.01,1,0.001,1,0.13082,0.125,0.075,0.12518
88.081,1,0.001,1,0.13107,0.125,0.075,0.12493
88.152,1,0.001,1,0.13133,0.125,0.075,0.12467
88.223,1,0.001,1,0.13158,0.125,0.075,0.12442
88.294,1,0.001,1,0.13184,0.125,0.075,0.12416
88.365,1,0.001,1,0.1321,0.125,0.075,0.1239
88.436,1,0.001,1,0.13235,0.125,0.075,0.12365
88.507,1,0.001,1,0.13261,0.125,0.075,0.12339
88.578,1,0.001,1,0.13286,0.125,0.075,0.12314
88.649,1,0.001,1,0.13312,0.125,0.075,0.12288
88.706,1,0.001,1,0.13338,0.125,0.075,0.12262
88.763,1,0.001,1,0.13363,0.125,0.075,0.12237
88.821,1,0.001,1,0.13389,0.125,0.075,0.12211
88.878,1,0.001,1,0.13414,0.125,0.075,0.12186
88.935,1,0.001,1,0.1344,0.125,0.075,0.1216
88.992,1,0.001,1,0.13466,0.125,0.075,0.12134
89.049,1,0.001,1,0.13491,0.125,0.075,0.12109
89.106,1,0.001,1,0.13517,0.125,0.075,0.12083
89.163,1,0.001,1,0.13542,0.125,0.075,0.12058
89.221,1,0.001,1,0.13568,0.125,0.075,0.12032
89.278,1,0.001,1,0.13594,0.125,0.075,0.12006
89.335,1,0.001,1,0.13619,0.125,0.075,0.11981
89.392,1,0.001,1,0.13645,0.125,0.075,0.11955
89.449,1,0.001,1,0.1367,0.125,0.075,0.1193
89.506,1,0.001,1,0.13696,0.125,0.075,0.11904
89.564,1,0.001,1,0.13722,0.125,0.075,0.11878
89.621,1,0.001,1,0.13747,0.125,0.075,0.11853
89.678,1,0.001,1,0.13773,0.125,0.075,0.11827
89.735,1,0.001,1,0.13798,0.125,0.075,0.11802
89.792,1,0.001,1,0.13824,0.125,0.075,0.11776
89.849,1,0.001,1,0.1385,0.125,0.075,0.1175
89.906,1,0.001,1,0.13875,0.125,0.075,0.11725
89.964,1,0.001,1,0.13901,0.125,0.075,0.11699
90.021,1,0.001,1,0.13926,0.125,0.075,0.11674
90.078,1,0.001,1,0.13952,0.125,0.075,0.11648
90.135,1,0.001,1,0.13978,0.125,0.075,0.11622
90.192,1,0.001,1,0.14003,0.125,0.075,0.11597
90.249,1,0.001,1,0.14029,0.125,0.075,0.11571
90.307,1,0.001,1,0.14054,0.125,0.075,0.11546
90.364,1,0.001,1,0.1408,0.125,0.075,0.1152
90.421,1,0.001,1,0.14106,0.125,0.075,0.11494
90.478,1,0.001,1,0.14131,0.125,0.075,0.11469
90.535,1,0.001,1,0.14157,0.125,0.075,0.11443
90.592,1,0.001,1,0.14182,0.125,0.075,0.11418
90.649,1,0.001,1,0.14208,0.125,0.075,0.11392
90.707,1,0.001,1,0.14234,0.125,0.075,0.11366
90.764,1,0.001,1,0.14259,0.125,0.075,0.11341
90.821,1,0.001,1,0.14285,0.125,0.075,0.11315
90.878,1,0.001,1,0.1431,0.125,0.075,0.1129
90.935,1,0.001,1,0.14336,0.125,0.075,0.11264
90.981,1,0.001,1,0.14362,0.125,0.075,0.11238
91.027,1,0.001,1,0.14387,0.125,0.075,0.11213
91.073,1,0.001,1,0.14413,0.125,0.075,0.11187
91.119,1,0.001,1,0.14438,0.125,0.075,0.11162
91.165,1,0.001,1,0.14464,0.125,0.075,0.11136
91.211,1,0.001,1,0.1449,0.125,0.075,0.1111
91.256,1,0.001,1,0.14515,0.125,0.075,0.11085
91.302,1,0.001,1,0.14541,0.125,0.075,0.11059
91.348,1,0.001,1,0.14566,0.125,0.075,0.11034
91.394,1,0.001,1,0.14592,0.125,0.075,0.11008
91.44,1,0.001,1,0.14618,0.125,0.075,0.10982
91.486,1,0.001,1,0.14643,0.125,0.075,0.10957
91.532,1,0.001,1,0.14669,0.125,0.075,0.10931
91.578,1,0.001,1,0.14694,0.125,0.075,0.10906
91.623,1,0.001,1,0.1472,0.125,0.075,0.1088
91.669,1,0.001,1,0.14746,0.125,0.075,0.10854
91.715,1,0.001,1,0.14771,0.125,0.075,0.10829
91.761,1,0.001,1,0.14797,0.125,0.075,0.10803
91.807,1,0.001,1,0.14822,0.125,0.075,0.10778
91.853,1,0.001,1,0.14848,0.125,0.075,0.10752
91.899,1,0.001,1,0.14874,0.125,0.075,0.10726
91.945,1,0.001,1,0.14899,0.125,0.075,0.10701
91.99,1,0.001,1,0.14925,0.125,0.075,0.10675
92.036,1,0.001,1,0.1495,0.125,0.075,0.1065
92.082,1,0.001,1,0.14976,0.125,0.075,0.10624
92.128,1,0.001,1,0.15002,0.125,0.075,0.10598
92.174,1,0.001,1,0.15027,0.125,0.075,0.10573
92.22,1,0.001,1,0.15053,0.125,0.075,0.10547
92.266,1,0.001,1,0.15078,0.125,0.075,0.10522
92.312,1,0.001,1,0.15104,0.125,0.075,0.10496
92.357,1,0.001,1,0.1513,0.125,0.075,0.1047
92.403,1,0.001,1,0.15155,0.125,0.075,0.10445
92.449,1,0.001,1,0.15181,0.125,0.075,0.10419
92.495,1,0.001,1,0.15206,0.125,0.075,0.10394
92.541,1,0.001,1,0.15232,0.125,0.075,0.10368
92.587,1,0.001,1,0.15258,0.125,0.075,0.10342
92.633,1,0.001,1,0.15283,0.125,0.075,0.10317
92.679,1,0.001,1,0.15309,0.125,0.075,0.10291
92.725,1,0.001,1,0.15334,0.125,0.075,0.10266
92.77,1,0.001,1,0.1536,0.125,0.075,0.1024
92.807,1,0.001,1,0.15386,0.125,0.075,0.10214
92.844,1,0.001,1,0.15411,0.125,0.075,0.10189
92.881,1,0.001,1,0.15437,0.125,0.075,0.10163
92.917,1,0.001,1,0.15462,0.125,0.075,0.10138
92.954,1,0.001,1,0.15488,0.125,0.075,0.10112
92.991,1,0.001,1,0.15514,0.125,0.075,0.10086
93.027,1,0.001,1,0.15539,0.125,0.075,0.10061
93.064,1,0.001,1,0.15565,0.125,0.075,0.10035
93.101,1,0.001,1,0.1559,0.125,0.075,0.1001
93.138,1,0.001,1,0.15616,0.125,0.075,0.09984
93.174,1,0.001,1,0.15642,0.125,0.075,0.099584
93.211,1,0.001,1,0.15667,0.125,0.075,0.099328
93.248,1,0.001,1,0.15693,0.125,0.075,0.099072
93.285,1,0.001,1,0.15718,0.125,0.075,0.098816
93.321,1,0.001,1,0.15744,0.125,0.075,0.09856
93.358,1,0.001,1,0.1577,0.125,0.075,0.098304
93.395,1,0.001,1,0.15795,0.125,0.075,0.098048
93.431,1,0.001,1,0.15821,0.125,0.075,0.097792
93.468,1,0.001,1,0.15846,0.125,0.075,0.097536
93.505,1,0.001,1,0.15872,0.125,0.075,0.09728
93.542,1,0.001,1,0.15898,0.125,0.075,0.097024
93.578,1,0.001,1,0.15923,0.125,0.075,0.096768
93.615,1,0.001,1,0.15949,0.125,0.075,0.096512
93.652,1,0.001,1,0.15974,0.125,0.075,0.096256
93.689,1,0.001,1,0.16,0.125,0.075,0.096
93.725,1,0.001,1,0.16026,0.125,0.075,0.095744
93.762,1,0.001,1,0.16051,0.125,0.075,0.095488
93.799,1,0.001,1,0.16077,0.125,0.075,0.095232
93.835,1,0.001,1,0.16102,0.125,0.075,0.094976
93.872,1,0.001,1,0.16128,0.125,0.075,0.09472
93.909,1,0.001,1,0.16154,0.125,0.075,0.094464
93.946,1,0.001,1,0.16179,0.125,0.075,0.094208
93.982,1,0.001,1,0.16205,0.125,0.075,0.093952
94.019,1,0.001,1,0.1623,0.125,0.075,0.093696
94.056,1,0.001,1,0.16256,0.125,0.075,0.09344
94.092,1,0.001,1,0.16282,0.125,0.075,0.093184
94.129,1,0.001,1,0.16307,0.125,0.075,0.092928
94.166,1,0.001,1,0.16333,0.125,0.075,0.092672
94.203,1,0.001,1,0.16358,0.125,0.075,0.092416
94.239,1,0.001,1,0.16384,0.125,0.075,0.09216
94.269,1,0.001,1,0.1641,0.125,0.075,0.091904
94.298,1,0.001,1,0.16435,0.125,0.075,0.091648
94.327,1,0.001,1,0.16461,0.125,0.075,0.091392
94.357,1,0.001,1,0.16486,0.125,0.075,0.091136
94.386,1,0.001,1,0.16512,0.125,0.075,0.09088
94.415,1,0.001,1,0.16538,0.125,0.075,0.090624
94.445,1,0.001,1,0.16563,0.125,0.075,0.090368
94.474,1,0.001,1,0.16589,0.125,0.075,0.090112
94.503,1,0.001,1,0.16614,0.125,0.075,0.089856
94.532,1,0.001,1,0.1664,0.125,0.075,0.0896
94.562,1,0.001,1,0.16666,0.125,0.075,0.089344
94.591,1,0.001,1,0.16691,0.125,0.075,0.089088
94.62,1,0.001,1,0.16717,0.125,0.075,0.088832
94.65,1,0.001,1,0.16742,0.125,0.075,0.088576
94.679,1,0.001,1,0.16768,0.125,0.075,0.08832
94.708,1,0.001,1,0.16794,0.125,0.075,0.088064
94.738,1,0.001,1,0.16819,0.125,0.075,0.087808
94.767,1,0.001,1,0.16845,0.125,0.075,0.087552
94.796,1,0.001,1,0.1687,0.125,0.075,0.087296
94.826,1,0.001,1,0.16896,0.125,0.075,0.08704
94.855,1,0.001,1,0.16922,0.125,0.075,0.086784
94.884,1,0.001,1,0.16947,0.125,0.075,0.086528
94.914,1,0.001,1,0.16973,0.125,0.075,0.086272
94.943,1,0.001,1,0.16998,0.125,0.075,0.086016
94.972,1,0.001,1,0.17024,0.125,0.075,0.08576
95.001,1,0.001,1,0.1705,0.125,0.075,0.085504
95.031,1,0.001,1,0.17075,0.125,0.075,0.085248
95.06,1,0.001,1,0.17101,0.125,0.075,0.084992
95.089,1,0.001,1,0.17126,0.125,0.075,0.084736
95.119,1,0.001,1,0.17152,0.125,0.075,0.08448
95.148,1,0.001,1,0.17178,0.125,0.075,0.084224
95.177,1,0.001,1,0.17203,0.125,0.075,0.083968
95.207,1,0.001,1,0.17229,0.125,0.075,0.083712
95.236,1,0.001,1,0.17254,0.125,0.075,0.083456
95.265,1,0.001,1,0.1728,0.125,0.075,0.0832
95.295,1,0.001,1,0.17306,0.125,0.075,0.082944
95.324,1,0.001,1,0.17331,0.125,0.075,0.082688
95.353,1,0.001,1,0.17357,0.125,0.075,0.082432
95.383,1,0.001,1,0.17382,0.125,0.075,0.082176
95.412,1,0.001,1,0.17408,0.125,0.075,0.08192
95.435,1,0.001,1,0.17434,0.125,0.075,0.081664
95.458,1,0.001,1,0.17459,0.125,0.075,0.081408
95.482,1,0.001,1,0.17485,0.125,0.075,0.081152
95.505,1,0.001,1,0.1751,0.125,0.075,0.080896
95.528,1,0.001,1,0.17536,0.125,0.075,0.08064
95.552,1,0.001,1,0.17562,0.125,0.075,0.080384
95.575,1,0.001,1,0.17587,0.125,0.075,0.080128
95.598,1,0.001,1,0.17613,0.125,0.075,0.079872
95.622,1,0.001,1,0.17638,0.125,0.075,0.079616
95.645,1,0.001,1,0.17664,0.125,0.075,0.07936
95.668,1,0.001,1,0.1769,0.125,0.075,0.079104
95.692,1,0.001,1,0.17715,0.125,0.075,0.078848
95.715,1,0.001,1,0.17741,0.125,0.075,0.078592
95.738,1,0.001,1,0.17766,0.125,0.075,0.078336
95.762,1,0.001,1,0.17792,0.125,0.075,0.07808
95.785,1,0.001,1,0.17818,0.125,0.075,0.077824
95.808,1,0.001,1,0.17843,0.125,0.075,0.077568
95.832,1,0.001,1,0.17869,0.125,0.075,0.077312
95.855,1,0.001,1,0.17894,0.125,0.075,0.077056
95.878,1,0.001,1,0.1792,0.125,0.075,0.0768
95.901,1,0.001,1,0.17946,0.125,0.075,0.076544
95.925,1,0.001,1,0.17971,0.125,0.075,0.076288
95.948,1,0.001,1,0.17997,0.125,0.075,0.076032
95.971,1,0.001,1,0.18022,0.125,0.075,0.075776
95.995,1,0.001,1,0.18048,0.125,0.075,0.07552
96.018,1,0.001,1,0.18074,0.125,0.075,0.075264
96.041,1,0.001,1,0.18099,0.125,0.075,0.075008
96.065,1,0.001,1,0.18125,0.125,0.075,0.074752
96.088,1,0.001,1,0.1815,0.125,0.075,0.074496
96.111,1,0.001,1,0.18176,0.125,0.075,0.07424
96.135,1,0.001,1,0.18202,0.125,0.075,0.073984
96.158,1,0.001,1,0.18227,0.125,0.075,0.073728
96.181,1,0.001,1,0.18253,0.125,0.075,0.073472
96.205,1,0.001,1,0.18278,0.125,0.075,0.073216
96.228,1,0.001,1,0.18304,0.125,0.075,0.07296
96.251,1,0.001,1,0.1833,0.125,0.075,0.072704
96.275,1,0.001,1,0.18355,0.125,0.075,0.072448
96.298,1,0.001,1,0.18381,0.125,0.075,0.072192
96.321,1,0.001,1,0.18406,0.125,0.075,0.071936
96.344,1,0.001,1,0.18432,0.125,0.075,0.07168
96.363,1,0.001,1,0.18458,0.125,0.075,0.071424
96.381,1,0.001,1,0.18483,0.125,0.075,0.071168
96.4,1,0.001,1,0.18509,0.125,0.075,0.070912
96.418,1,0.001,1,0.18534,0.125,0.075,0.070656
96.437,1,0.001,1,0.1856,0.125,0.075,0.0704
96.455,1,0.001,1,0.18586,0.125,0.075,0.070144
96.474,1,0.001,1,0.18611,0.125,0.075,0.069888
96.492,1,0.001,1,0.18637,0.125,0.075,0.069632
96.511,1,0.001,1,0.18662,0.125,0.075,0.069376
96.529,1,0.001,1,0.18688,0.125,0.075,0.06912
96.547,1,0.001,1,0.18714,0.125,0.075,0.068864
96.566,1,0.001,1,0.18739,0.125,0.075,0.068608
96.584,1,0.001,1,0.18765,0.125,0.075,0.068352
96.603,1,0.001,1,0.1879,0.125,0.075,0.068096
96.621,1,0.001,1,0.18816,0.125,0.075,0.06784
96.64,1,0.001,1,0.18842,0.125,0.075,0.067584
96.658,1,0.001,1,0.18867,0.125,0.075,0.067328
96.677,1,0.001,1,0.18893,0.125,0.075,0.067072
96.695,1,0.001,1,0.18918,0.125,0.075,0.066816
96.714,1,0.001,1,0.18944,0.125,0.075,0.06656
96.732,1,0.001,1,0.1897,0.125,0.075,0.066304
96.75,1,0.001,1,0.18995,0.125,0.075,0.066048
96.769,1,0.001,1,0.19021,0.125,0.075,0.065792
96.787,1,0.001,1,0.19046,0.125,0.075,0.065536
96.806,1,0.001,1,0.19072,0.125,0.075,0.06528
96.824,1,0.001,1,0.19098,0.125,0.075,0.065024
96.843,1,0.001,1,0.19123,0.125,0.075,0.064768
96.861,1,0.001,1,0.19149,0.125,0.075,0.064512
96.88,1,0.001,1,0.19174,0.125,0.075,0.064256
96.898,1,0.001,1,0.192,0.125,0.075,0.064
96.917,1,0.001,1,0.19226,0.125,0.075,0.063744
96.935,1,0.001,1,0.19251,0.125,0.075,0.063488
96.953,1,0.001,1,0.19277,0.125,0.075,0.063232
96.972,1,0.001,1,0.19302,0.125,0.075,0.062976
96.99,1,0.001,1,0.19328,0.125,0.075,0.06272
97.009,1,0.001,1,0.19354,0.125,0.075,0.062464
97.027,1,0.001,1,0.19379,0.125,0.075,0.062208
97.046,1,0.001,1,0.19405,0.125,0.075,0.061952
97.064,1,0.001,1,0.1943,0.125,0.075,0.061696
97.083,1,0.001,1,0.19456,0.125,0.075,0.06144
97.097,1,0.001,1,0.19482,0.125,0.075,0.061184
97.112,1,0.001,1,0.19507,0.125,0.075,0.060928
97.126,1,0.001,1,0.19533,0.125,0.075,0.060672
97.141,1,0.001,1,0.19558,0.125,0.075,0.060416
97.155,1,0.001,1,0.19584,0.125,0.075,0.06016
97.17,1,0.001,1,0.1961,0.125,0.075,0.059904
97.184,1,0.001,1,0.19635,0.125,0.075,0.059648
97.198,1,0.001,1,0.19661,0.125,0.075,0.059392
97.213,1,0.001,1,0.19686,0.125,0.075,0.059136
97.227,1,0.001,1,0.19712,0.125,0.075,0.05888
97.242,1,0.001,1,0.19738,0.125,0.075,0.058624
97.256,1,0.001,1,0.19763,0.125,0.075,0.058368
97.271,1,0.001,1,0.19789,0.125,0.075,0.058112
97.285,1,0.001,1,0.19814,0.125,0.075,0.057856
97.3,1,0.001,1,0.1984,0.125,0.075,0.0576
97.314,1,0.001,1,0.19866,0.125,0.075,0.057344
97.329,1,0.001,1,0.19891,0.125,0.075,0.057088
97.343,1,0.001,1,0.19917,0.125,0.075,0.056832
97.358,1,0.001,1,0.19942,0.125,0.075,0.056576
97.372,1,0.001,1,0.19968,0.125,0.075,0.05632
97.387,1,0.001,1,0.19994,0.125,0.075,0.056064
97.401,1,0.001,1,0.20019,0.125,0.075,0.055808
97.416,1,0.001,1,0.20045,0.125,0.075,0.055552
97.43,1,0.001,1,0.2007,0.125,0.075,0.055296
97.445,1,0.001,1,0.20096,0.125,0.075,0.05504
97.459,1,0.001,1,0.20122,0.125,0.075,0.054784
97.474,1,0.001,1,0.20147,0.125,0.075,0.054528
97.488,1,0.001,1,0.20173,0.125,0.075,0.054272
97.503,1,0.001,1,0.20198,0.125,0.075,0.054016
97.517,1,0.001,1,0.20224,0.125,0.075,0.05376
97.532,1,0.001,1,0.2025,0.125,0.075,0.053504
97.546,1,0.001,1,0.20275,0.125,0.075,0.053248
97.561,1,0.001,1,0.20301,0.125,0.075,0.052992
97.575,1,0.001,1,0.20326,0.125,0.075,0.052736
97.59,1,0.001,1,0.20352,0.125,0.075,0.05248
97.604,1,0.001,1,0.20378,0.125,0.075,0.052224
97.619,1,0.001,1,0.20403,0.125,0.075,0.051968
97.633,1,0.001,1,0.20429,0.125,0.075,0.051712
97.647,1,0.001,1,0.20454,0.125,0.075,0.051456
97.662,1,0.001,1,0.2048,0.125,0.075,0.0512
97.673,1,0.001,1,0.20506,0.125,0.075,0.050944
97.684,1,0.001,1,0.20531,0.125,0.075,0.050688
97.696,1,0.001,1,0.20557,0.125,0.075,0.050432
97.707,1,0.001,1,0.20582,0.125,0.075,0.050176
97.718,1,0.001,1,0.20608,0.125,0.075,0.04992
97.729,1,0.001,1,0.20634,0.125,0.075,0.049664
97.74,1,0.001,1,0.20659,0.125,0.075,0.049408
97.751,1,0.001,1,0.20685,0.125,0.075,0.049152
97.763,1,0.001,1,0.2071,0.125,0.075,0.048896
97.774,1,0.001,1,0.20736,0.125,0.075,0.04864
97.785,1,0.001,1,0.20762,0.125,0.075,0.048384
97.796,1,0.001,1,0.20787,0.125,0.075,0.048128
97.807,1,0.001,1,0.20813,0.125,0.075,0.047872
97.819,1,0.001,1,0.20838,0.125,0.075,0.047616
97.83,1,0.001,1,0.20864,0.125,0.075,0.04736
97.841,1,0.001,1,0.2089,0.125,0.075,0.047104
97.852,1,0.001,1,0.20915,0.125,0.075,0.046848
97.863,1,0.001,1,0.20941,0.125,0.075,0.046592
97.875,1,0.001,1,0.20966,0.125,0.075,0.046336
97.886,1,0.001,1,0.20992,0.125,0.075,0.04608
97.897,1,0.001,1,0.21018,0.125,0.075,0.045824
97.908,1,0.001,1,0.21043,0.125,0.075,0.045568
97.919,1,0.001,1,0.21069,0.125,0.075,0.045312
97.931,1,0.001,1,0.21094,0.125,0.075,0.045056
97.942,1,0.001,1,0.2112,0.125,0.075,0.0448
97.953,1,0.001,1,0.21146,0.125,0.075,0.044544
97.964,1,0.001,1,0.21171,0.125,0.075,0.044288
97.975,1,0.001,1,0.21197,0.125,0.075,0.044032
97.986,1,0.001,1,0.21222,0.125,0.075,0.043776
97.998,1,0.001,1,0.21248,0.125,0.075,0.04352
98.009,1,0.001,1,0.21274,0.125,0.075,0.043264
98.02,1,0.001,1,0.21299,0.125,0.075,0.043008
98.031,1,0.001,1,0.21325,0.125,0.075,0.042752
98.042,1,0.001,1,0.2135,0.125,0.075,0.042496
98.054,1,0.001,1,0.21376,0.125,0.075,0.04224
98.065,1,0.001,1,0.21402,0.125,0.075,0.041984
98.076,1,0.001,1,0.21427,0.125,0.075,0.041728
98.087,1,0.001,1,0.21453,0.125,0.075,0.041472
98.098,1,0.001,1,0.21478,0.125,0.075,0.041216
98.11,1,0.001,1,0.21504,0.125,0.075,0.04096
98.118,1,0.001,1,0.2153,0.125,0.075,0.040704
98.126,1,0.001,1,0.21555,0.125,0.075,0.040448
98.135,1,0.001,1,0.21581,0.125,0.075,0.040192
98.143,1,0.001,1,0.21606,0.125,0.075,0.039936
98.151,1,0.001,1,0.21632,0.125,0.075,0.03968
98.16,1,0.001,1,0.21658,0.125,0.075,0.039424
98.168,1,0.001,1,0.21683,0.125,0.075,0.039168
98.177,1,0.001,1,0.21709,0.125,0.075,0.038912
98.185,1,0.001,1,0.21734,0.125,0.075,0.038656
98.193,1,0.001,1,0.2176,0.125,0.075,0.0384
98.202,1,0.001,1,0.21786,0.125,0.075,0.038144
98.21,1,0.001,1,0.21811,0.125,0.075,0.037888
98.219,1,0.001,1,0.21837,0.125,0.075,0.037632
98.227,1,0.001,1,0.21862,0.125,0.075,0.037376
98.235,1,0.001,1,0.21888,0.125,0.075,0.03712
98.244,1,0.001,1,0.21914,0.125,0.075,0.036864
98.252,1,0.001,1,0.21939,0.125,0.075,0.036608
98.26,1,0.001,1,0.21965,0.125,0.075,0.036352
98.269,1,0.001,1,0.2199,0.125,0.075,0.036096
98.277,1,0.001,1,0.22016,0.125,0.075,0.03584
98.286,1,0.001,1,0.22042,0.125,0.075,0.035584
98.294,1,0.001,1,0.22067,0.125,0.075,0.035328
98.302,1,0.001,1,0.22093,0.125,0.075,0.035072
98.311,1,0.001,1,0.22118,0.125,0.075,0.034816
98.319,1,0.001,1,0.22144,0.125,0.075,0.03456
98.327,1,0.001,1,0.2217,0.125,0.075,0.034304
98.336,1,0.001,1,0.22195,0.125,0.075,0.034048
98.344,1,0.001,1,0.22221,0.125,0.075,0.033792
98.353,1,0.001,1,0.22246,0.125,0.075,0.033536
98.361,1,0.001,1,0.22272,0.125,0.075,0.03328
98.369,1,0.001,1,0.22298,0.125,0.075,0.033024
98.378,1,0.001,1,0.22323,0.125,0.075,0.032768
98.386,1,0.001,1,0.22349,0.125,0.075,0.032512
98.395,1,0.001,1,0.22374,0.125,0.075,0.032256
98.403,1,0.001,1,0.224,0.125,0.075,0.032
98.411,1,0.001,1,0.22426,0.125,0.075,0.031744
98.42,1,0.001,1,0.22451,0.125,0.075,0.031488
98.428,1,0.001,1,0.22477,0.125,0.075,0.031232
98.436,1,0.001,1,0.22502,0.125,0.075,0.030976
98.445,1,0.001,1,0.22528,0.125,0.075,0.03072
98.451,1,0.001,1,0.22554,0.125,0.075,0.030464
98.457,1,0.001,1,0.22579,0.125,0.075,0.030208
98.462,1,0.001,1,0.22605,0.125,0.075,0.029952
98.468,1,0.001,1,0.2263,0.125,0.075,0.029696
98.474,1,0.001,1,0.22656,0.125,0.075,0.02944
98.48,1,0.001,1,0.22682,0.125,0.075,0.029184
98.486,1,0.001,1,0.22707,0.125,0.075,0.028928
98.492,1,0.001,1,0.22733,0.125,0.075,0.028672
98.498,1,0.001,1,0.22758,0.125,0.075,0.028416
98.504,1,0.001,1,0.22784,0.125,0.075,0.02816
98.509,1,0.001,1,0.2281,0.125,0.075,0.027904
98.515,1,0.001,1,0.22835,0.125,0.075,0.027648
98.521,1,0.001,1,0.22861,0.125,0.075,0.027392
98.527,1,0.001,1,0.22886,0.125,0.075,0.027136
98.533,1,0.001,1,0.22912,0.125,0.075,0.02688
98.539,1,0.001,1,0.22938,0.125,0.075,0.026624
98.545,1,0.001,1,0.22963,0.125,0.075,0.026368
98.551,1,0.001,1,0.22989,0.125,0.075,0.026112
98.557,1,0.001,1,0.23014,0.125,0.075,0.025856
98.562,1,0.001,1,0.2304,0.125,0.075,0.0256
98.568,1,0.001,1,0.23066,0.125,0.075,0.025344
98.574,1,0.001,1,0.23091,0.125,0.075,0.025088
98.58,1,0.001,1,0.23117,0.125,0.075,0.024832
98.586,1,0.001,1,0.23142,0.125,0.075,0.024576
98.592,1,0.001,1,0.23168,0.125,0.075,0.02432
98.598,1,0.001,1,0.23194,0.125,0.075,0.024064
98.604,1,0.001,1,0.23219,0.125,0.075,0.023808
98.609,1,0.001,1,0.23245,0.125,0.075,0.023552
98.615,1,0.001,1,0.2327,0.125,0.075,0.023296
98.621,1,0.001,1,0.23296,0.125,0.075,0.02304
98.627,1,0.001,1,0.23322,0.125,0.075,0.022784
98.633,1,0.001,1,0.23347,0.125,0.075,0.022528
98.639,1,0.001,1,0.23373,0.125,0.075,0.022272
98.645,1,0.001,1,0.23398,0.125,0.075,0.022016
98.651,1,0.001,1,0.23424,0.125,0.075,0.02176
