"Temperature","Kappa_Tau:0","Kappa_Tau:1","Rho 1","Rho 2","Velocity:0","Velocity:1","Velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.21542,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0,0.5,0,0.5
0.21625,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.0045,0.5,0.0045,0.5
0.21708,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.009,0.5,0.009,0.5
0.21791,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.0135,0.5,0.0135,0.5
0.21874,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.018,0.5,0.018,0.5
0.21958,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.0225,0.5,0.0225,0.5
0.22041,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.027,0.5,0.027,0.5
0.22124,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.0315,0.5,0.0315,0.5
0.22207,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.036,0.5,0.036,0.5
0.2229,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.0405,0.5,0.0405,0.5
0.22373,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.045,0.5,0.045,0.5
0.22457,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.0495,0.5,0.0495,0.5
0.2254,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.054,0.5,0.054,0.5
0.22623,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.0585,0.5,0.0585,0.5
0.22706,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.063,0.5,0.063,0.5
0.22789,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.0675,0.5,0.0675,0.5
0.22873,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.072,0.5,0.072,0.5
0.22956,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.0765,0.5,0.0765,0.5
0.23039,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.081,0.5,0.081,0.5
0.23122,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.0855,0.5,0.0855,0.5
0.23205,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.09,0.5,0.09,0.5
0.23288,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.0945,0.5,0.0945,0.5
0.23372,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.099,0.5,0.099,0.5
0.23455,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.1035,0.5,0.1035,0.5
0.23538,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.108,0.5,0.108,0.5
0.23621,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.1125,0.5,0.1125,0.5
0.23704,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.117,0.5,0.117,0.5
0.23788,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.1215,0.5,0.1215,0.5
0.23871,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.126,0.5,0.126,0.5
0.23954,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.1305,0.5,0.1305,0.5
0.24037,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.135,0.5,0.135,0.5
0.2412,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.1395,0.5,0.1395,0.5
0.24203,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.144,0.5,0.144,0.5
0.24287,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.1485,0.5,0.1485,0.5
0.2437,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.153,0.5,0.153,0.5
0.24453,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.1575,0.5,0.1575,0.5
0.24536,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.162,0.5,0.162,0.5
0.24619,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.1665,0.5,0.1665,0.5
0.24703,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.171,0.5,0.171,0.5
0.24786,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.1755,0.5,0.1755,0.5
0.24869,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.18,0.5,0.18,0.5
0.24952,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.1845,0.5,0.1845,0.5
0.25035,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.189,0.5,0.189,0.5
0.25118,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.1935,0.5,0.1935,0.5
0.25202,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.198,0.5,0.198,0.5
0.25285,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.2025,0.5,0.2025,0.5
0.25368,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.207,0.5,0.207,0.5
0.25451,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.2115,0.5,0.2115,0.5
0.25534,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.216,0.5,0.216,0.5
0.25618,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.2205,0.5,0.2205,0.5
0.25701,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.225,0.5,0.225,0.5
0.25784,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.2295,0.5,0.2295,0.5
0.25867,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.234,0.5,0.234,0.5
0.2595,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.2385,0.5,0.2385,0.5
0.26033,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.243,0.5,0.243,0.5
0.26117,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.2475,0.5,0.2475,0.5
0.262,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.252,0.5,0.252,0.5
0.26283,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.2565,0.5,0.2565,0.5
0.26366,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.261,0.5,0.261,0.5
0.26449,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.2655,0.5,0.2655,0.5
0.26533,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.27,0.5,0.27,0.5
0.26616,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.2745,0.5,0.2745,0.5
0.26699,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.279,0.5,0.279,0.5
0.26782,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.2835,0.5,0.2835,0.5
0.26865,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.288,0.5,0.288,0.5
0.26948,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.2925,0.5,0.2925,0.5
0.27032,1,2.2211,1,1,-8.2472e-05,4.6543e-05,0,1,0.297,0.5,0.297,0.5
0.27112,1,2.2211,1,1,3.9218e-05,4.1758e-05,0,1,0.3015,0.5,0.3015,0.5
0.27187,1,2.2211,1,1,3.9218e-05,4.1758e-05,0,1,0.306,0.5,0.306,0.5
0.27262,1,2.2211,1,1,3.9218e-05,4.1758e-05,0,1,0.3105,0.5,0.3105,0.5
