-0.0046543,-1.08738,0
-0.00254381,-1.18653,0
-0.00193448,-1.24594,0
-0.00141778,-1.29909,0
-0.001066,-1.33274,0
-0.000837423,-1.36179,0
-0.000655951,-1.38319,0
-0.00052038,-1.40071,0
-0.000411823,-1.41431,0
-0.000326581,-1.42522,0
-0.000258248,-1.4338,0
-0.000203731,-1.4406,0
-0.000158648,-1.44596,0
-0.000123498,-1.45005,0
-5.69011e-05,-1.45339,0
-0.0139473,-1.08768,0
-0.00755196,-1.18672,0
-0.00582827,-1.2455,0
-0.00420921,-1.29802,0
-0.00319262,-1.33104,0
-0.0024887,-1.3595,0
-0.00195498,-1.38037,0
-0.00154654,-1.39744,0
-0.00122496,-1.41066,0
-0.000970578,-1.42125,0
-0.00076795,-1.42958,0
-0.000605885,-1.43618,0
-0.000472434,-1.44139,0
-0.000367716,-1.44536,0
-0.00017107,-1.44862,0
-0.0233036,-1.08824,0
-0.0124559,-1.18707,0
-0.00971292,-1.24453,0
-0.00691499,-1.29581,0
-0.00527495,-1.32754,0
-0.00407962,-1.35484,0
-0.00320899,-1.37466,0
-0.00253031,-1.39083,0
-0.00200434,-1.40329,0
-0.00158613,-1.41326,0
-0.00125511,-1.42108,0
-0.000989964,-1.42728,0
-0.000772518,-1.43217,0
-0.00060117,-1.43589,0
-0.00028173,-1.43897,0
-0.0327198,-1.08901,0
-0.0172814,-1.18745,0
-0.0134885,-1.24287,0
-0.00951235,-1.29225,0
-0.00725355,-1.32206,0
-0.00557733,-1.34761,0
-0.0043815,-1.36588,0
-0.00344494,-1.38073,0
-0.00272616,-1.39208,0
-0.00215461,-1.40113,0
-0.00170428,-1.40821,0
-0.00134379,-1.41381,0
-0.00104894,-1.41823,0
-0.000816681,-1.42159,0
-0.00038407,-1.42439,0
-0.0421792,-1.08989,0
-0.0220076,-1.1877,0
-0.0171087,-1.24029,0
-0.0119612,-1.28709,0
-0.00908802,-1.31431,0
-0.00694753,-1.33755,0
-0.00544259,-1.35379,0
-0.00426579,-1.36692,0
-0.00337008,-1.37683,0
-0.00265954,-1.38471,0
-0.00210212,-1.39085,0
-0.00165664,-1.39568,0
-0.00129317,-1.3995,0
-0.00100757,-1.40239,0
-0.000475347,-1.40483,0
-0.0516768,-1.09076,0
-0.0265912,-1.18758,0
-0.0205277,-1.23645,0
-0.0142143,-1.27994,0
-0.0107393,-1.30391,0
-0.00815605,-1.3243,0
-0.00636468,-1.33806,0
-0.00497031,-1.34912,0
-0.0039181,-1.35733,0
-0.0030865,-1.36381,0
-0.00243717,-1.36882,0
-0.0019194,-1.37276,0
-0.00149802,-1.37586,0
-0.00116815,-1.37821,0
-0.000553133,-1.38022,0
-0.0611962,-1.09142,0
-0.0309835,-1.18679,0
-0.023691,-1.23093,0
-0.0162235,-1.27034,0
-0.0121675,-1.29038,0
-0.00917107,-1.30742,0
-0.00712288,-1.31831,0
-0.00553918,-1.327,0
-0.00435524,-1.33328,0
-0.00342385,-1.3382,0
-0.00270031,-1.34196,0
-0.0021249,-1.3449,0
-0.00165787,-1.34721,0
-0.001294,-1.34894,0
-0.000615418,-1.35048,0
-0.0707005,-1.09165,0
-0.0351282,-1.18493,0
-0.0265375,-1.2232,0
-0.0179397,-1.25771,0
-0.0133343,-1.27317,0
-0.0099642,-1.2864,0
-0.00769632,-1.29409,0
-0.00595718,-1.3002,0
-0.00467026,-1.30438,0
-0.00366319,-1.30763,0
-0.00288519,-1.31006,0
-0.00226826,-1.31194,0
-0.00176897,-1.3134,0
-0.00138216,-1.31448,0
-0.000660828,-1.31552,0
-0.0801296,-1.09116,0
-0.0389579,-1.1815,0
-0.0290003,-1.21262,0
-0.0193132,-1.24138,0
-0.0142042,-1.25164,0
-0.0105116,-1.26068,0
-0.00806916,-1.26493,0
-0.00621393,-1.26832,0
-0.00485621,-1.27031,0
-0.00379981,-1.27184,0
-0.0029885,-1.27289,0
-0.00234709,-1.27369,0
-0.00182953,-1.27431,0
-0.00143119,-1.27473,0
-0.000688674,-1.27524,0
-0.0893942,-1.08956,0
-0.0423934,-1.17591,0
-0.0310067,-1.19843,0
-0.020295,-1.2206,0
-0.0147459,-1.2251,0
-0.0107955,-1.22966,0
-0.00823162,-1.23033,0
-0.00630454,-1.23094,0
-0.00491085,-1.23075,0
-0.00383286,-1.23057,0
-0.00301007,-1.23027,0
-0.00236151,-1.23001,0
-0.00183978,-1.22979,0
-0.00144119,-1.22957,0
-0.000698952,-1.22958,0
-0.0983689,-1.08639,0
-0.0453412,-1.16742,0
-0.0324792,-1.17974,0
-0.0208392,-1.19448,0
-0.0149349,-1.19277,0
-0.0108057,-1.19271,0
-0.00818103,-1.18979,0
-0.0062302,-1.18768,0
-0.00483685,-1.18538,0
-0.00376547,-1.18356,0
-0.00295287,-1.18199,0
-0.00231413,-1.18073,0
-0.00180191,-1.17973,0
-0.00141373,-1.17891,0
-0.000692305,-1.17844,0
-0.106884,-1.08107,0
-0.0476934,-1.15512,0
-0.0333372,-1.15551,0
-0.0209061,-1.1621,0
-0.014756,-1.15388,0
-0.0105413,-1.14922,0
-0.00792265,-1.14283,0
-0.00599849,-1.13817,0
-0.00464191,-1.13391,0
-0.00360463,-1.13061,0
-0.00282289,-1.12788,0
-0.00220992,-1.12572,0
-0.0017199,-1.12402,0
-0.00135176,-1.12266,0
-0.000669974,-1.12175,0
