3.49377,-0.514112,0.151306
4.58729,-0.902289,0.220101
4.73738,-0.667087,0.242059
4.71264,-0.397929,0.247324
4.6751,-0.200319,0.246787
4.65492,-0.0426577,0.245483
4.65682,0.11385,0.246376
4.68525,0.314866,0.251435
4.75597,0.627637,0.262274
4.90017,1.14984,0.279999
5.15513,2.00986,0.304875
5.53626,3.33824,0.335246
5.99904,5.20427,0.364992
6.41987,7.5138,0.383233
6.64889,9.9298,0.380086
6.59031,11.8549,0.35317
5.82439,12.4595,0.310652
3.90541,11.42,0.269748
1.89163,8.675,0.229245
1.63304,5.47623,0.209827
2.70421,2.37725,0.199694
3.70917,-0.0473271,0.193728
4.54804,-1.16611,0.197153
5.0774,-0.747928,0.186784
4.03896,-0.0810361,0.126199
3.07552,-0.412303,0.192983
4.63872,-0.827463,0.311664
4.95221,-0.763279,0.351511
4.94292,-0.542113,0.361572
4.8835,-0.287248,0.359926
4.86537,-0.0110976,0.355884
4.93052,0.320591,0.355636
5.11343,0.777347,0.363838
5.46333,1.46131,0.384373
6.02378,2.47512,0.41806
6.77876,3.87083,0.460261
7.60726,5.59212,0.500632
8.27511,7.44997,0.524252
8.42214,9.03685,0.512694
7.55368,9.50795,0.446581
5.12577,7.71759,0.300069
1.2549,3.30089,0.0891079
0.300911,0.904731,0.0144644
0.079188,0.203522,0.00232763
0.140879,0.113691,0.00263739
0.633552,-0.0285211,0.0125049
1.00651,-0.834255,0.0652792
4.38433,-2.70405,0.1799
6.53966,-2.50099,0.202298
5.73355,-1.00505,0.13252
2.3183,-0.232284,0.175257
4.21357,-0.563976,0.317886
4.84224,-0.625259,0.36956
4.99219,-0.503602,0.381493
5.01392,-0.2827,0.376511
5.07937,0.0118159,0.368689
5.29115,0.400262,0.368722
5.7178,0.936925,0.38474
6.40367,1.69149,0.422209
7.32521,2.69837,0.478949
8.33753,3.90859,0.54279
9.1457,5.15426,0.593014
9.28165,6.16269,0.600667
8.03043,6.41118,0.519918
3.91965,3.83399,0.245898
0.154731,0.357651,0.0134475
0.0061563,0.0284419,0.000407456
0.0202469,0.0259295,0.000122586
0.132954,0.0915171,0.000858149
0.0591449,0.0237281,9.70956e-05
0.0366773,0.0286715,-7.72956e-05
0.037898,0.0168097,-0.000108852
1.27119,-0.728281,0.0175412
7.90086,-3.15219,0.116065
8.5947,-1.85004,0.0880539
1.79997,-0.119864,0.139723
3.73884,-0.358109,0.28261
4.59549,-0.473147,0.341401
4.92531,-0.435384,0.355192
5.07725,-0.29074,0.34808
5.26495,-0.0637806,0.338363
5.63115,0.255115,0.341727
6.25498,0.692429,0.369756
7.15392,1.28159,0.428983
8.23382,2.01861,0.513744
9.24303,2.83601,0.604189
9.73763,3.5917,0.667192
9.00948,4.00596,0.650078
5.938,3.17998,0.459047
0.346411,0.33379,0.0288785
-0.00288377,0.0225754,0.000383146
0.167812,0.28887,0.00459864
0.433891,0.43487,0.00834022
0.0846987,0.0975265,0.000555594
0.184344,0.187762,0.00151807
0.887159,-0.00872219,0.00662999
0.0441025,0.0225517,-0.000139164
0.0397427,0.0227571,-0.0001747
5.00841,-1.40816,0.0227682
11.4035,-2.35207,0.0598176
1.51279,-0.0605535,0.0982952
3.36017,-0.222631,0.22239
4.32404,-0.352914,0.281988
4.78432,-0.388148,0.297529
5.05043,-0.34815,0.290567
5.34194,-0.249862,0.281069
5.81053,-0.0921296,0.288166
6.54921,0.140458,0.328188
7.54024,0.4575,0.408969
8.64933,0.851789,0.523683
9.55694,1.27916,0.647026
