1,16991.2
2,17851.4
3,17310.2
4,17134.3
5,17102.1
6,17025.7
7,16997.3
8,16966.5
9,17102.7
10,17084.4
11,17062.8
12,17043.9
13,17032.8
14,17026.3
15,17013.3
16,17015.2
17,17009
18,16999.7
19,16995.3
20,16995.3
21,16996.3
22,16991.1
23,16991.3
24,16984.4
25,16984.6
26,16984.2
27,16985.6
28,16979.6
29,16984.7
30,16975.8
31,16978.2
32,16978.1
33,16980.1
34,16973.9
35,16974.9
36,16971.5
37,16969.6
38,16971.4
39,16971.9
40,16972.6
41,16969.4
42,16973
43,16975.1
44,16971.4
45,16967.6
46,16968
47,16974.7
48,16971
49,16966.7
50,16968.5
51,16966.6
52,16971.8
53,16972.1
54,16972.3
55,16970.2
56,16968.9
57,16967.2
58,16970.6
59,16969.3
60,16964.7
61,16969.6
62,16972
63,16968.9
64,16966.9
65,16967.2
66,16972.7
67,16970.5
68,16965.8
69,16971.9
70,16963.7
71,16967.5
72,16964.4
73,16970
74,16974.9
75,16966.3
76,16962.2
77,16970
78,16970
79,16971.7
80,16965.1
81,16969.9
82,16968.3
83,16965.8
84,16969.2
85,16970.7
86,16967.2
87,16969.2
88,16966.5
89,16971
90,16963.4
91,16971.4
92,16969
93,16965.4
94,16965.1
95,16972.5
96,16967.9
97,16967.7
98,16968
99,16972.7
100,16966.4
101,16970
102,16971.6
103,16971.1
104,16969.5
105,16971
106,16975.5
107,16969.6
108,16967.5
109,16970.1
110,16962.4
111,16971.4
112,16962
113,16972.7
114,16968
115,16967.3
116,16972.5
117,16970.1
118,16961.1
119,16969.8
120,16963.5
121,16971
122,16972
123,16968.5
124,16972.3
125,16960.1
126,16967
127,16969.8
128,16962.6
129,16967.6
130,16970.1
131,16965.1
132,16968.1
133,16972.9
134,16966.2
135,16969.4
136,16971
137,16974.8
138,16967.4
139,16962.4
140,16965.1
141,16965.9
142,16968.5
143,16967.1
144,16965.5
145,16970
146,16968.4
147,16974.5
148,16967.5
149,16967.7
150,16968.2
151,16969.8
152,16969.2
153,16966
154,16966.9
155,16966.7
156,16963.3
157,16971.2
158,16967.5
159,16964.9
160,16971.3
161,16969.7
162,16968.4
163,16969.2
164,16966.5
165,16971.4
166,16966
167,16969.6
168,16971.3
169,16964.9
170,16966.4
171,16972.5
172,16969.8
173,16966.8
174,16963
175,16967.3
176,16965.2
177,16971.1
178,16966.9
179,16966.7
180,16964.3
181,16967.1
182,16964.2
183,16973.9
184,16966.5
185,16966.9
186,16968.8
187,16969.9
188,16967.4
189,16967.8
190,16969.2
191,16971
192,16968.9
193,16963.7
194,16966.8
195,16968
196,16965.4
197,16966.4
198,16969
199,16970
200,16968.4
201,16966.1
202,16972.4
203,16971.3
204,16961.6
205,16972.9
206,16965.5
207,16969.2
208,16969.9
209,16968.2
210,16964.1
211,16967.4
212,16972.1
213,16969.1
214,16971.6
215,16967.4
216,16972.3
217,16966.9
218,16970
219,16966.5
220,16969.9
221,16968.4
222,16965.3
223,16971.5
224,16967.6
225,16966.7
226,16969.9
227,16971.5
228,16963.7
229,16968.8
230,16968.1
231,16964.6
232,16969.7
233,16968.9
234,16968.1
235,16963.7
236,16968.1
237,16967.8
238,16969.8
239,16973.8
240,16969.8
241,16967.4
242,16969.6
243,16963.1
244,16969.3
245,16968.9
246,16970.5
247,16966.6
